Node,Label,Degree,Degree_Centrality,Betweenness_Centrality,Closeness_Centrality,Eigenvector_Centrality,PageRank,Community,Frequency,Disaster_Ratio
#milf,#milf,4,0.002077922077922078,0.0,0.042760961218367206,0.00013872841042135122,0.00034010830375596015,5,1,0.0
#summer,#summer,4,0.002077922077922078,8.654532792463824e-05,0.046635306522312174,3.13663807411712e-11,0.0003888479687249647,4,1,1.0
#crazyweather,#crazyweather,4,0.002077922077922078,8.654532792463824e-05,0.046635306522312174,3.13663807411712e-11,0.0003888479687249647,4,1,1.0
#colorado,#colorado,4,0.002077922077922078,0.01185496525700534,0.08178720362206601,0.005394729176099004,0.0004591107539831268,2,2,0.5
#palestinian,#palestinian,4,0.002077922077922078,4.590004590004589e-06,0.0023376623376623377,3.3637695452424897e-49,0.0007102223749292364,25,2,1.0
#wealth,#wealth,4,0.002077922077922078,0.0,0.059038444998709895,0.0002998802663784921,0.0007751406767999447,2,3,0.3333333333333333
#forever,#forever,4,0.002077922077922078,0.0,0.059038444998709895,0.0002998802663784921,0.0007751406767999447,2,3,0.3333333333333333
#reflect,#reflect,4,0.002077922077922078,0.0,0.059038444998709895,0.0002998802663784921,0.0007751406767999447,2,3,0.3333333333333333
#freeamirnow,#freeamirnow,4,0.002077922077922078,0.0,0.07231347497408497,0.0009973996586476975,0.00036198127723361794,1,1,1.0
#freeallfour,#freeallfour,4,0.002077922077922078,0.0,0.07231347497408497,0.0009973996586476975,0.00036198127723361794,1,1,1.0
#mumbai,#mumbai,4,0.002077922077922078,0.0010562410562410562,0.06743422991531917,0.001751811753666616,0.0005935455523560635,1,5,1.0
#modi,#modi,4,0.002077922077922078,1.6200016200016198e-06,0.002077922077922078,2.5214530490675365e-60,0.000956970499512507,36,2,0.5
#identitytheft,#identitytheft,4,0.002077922077922078,0.0,0.001038961038961039,8.43294640059175e-60,0.0008706847777576536,90,2,0.0
#yazidi,#yazidi,4,0.002077922077922078,5.4000054000054e-07,0.048282090526457946,4.540457044325012e-08,0.0006303203079652123,13,2,1.0
#hurricane,#hurricane,4,0.002077922077922078,4.32000432000432e-06,0.0023376623376623377,6.082263139855121e-55,0.0010572125032600247,24,3,1.0
#baby,#baby,4,0.002077922077922078,0.0,0.002077922077922078,4.442558311778629e-56,0.0006738544441392776,38,1,0.0
#swim,#swim,4,0.002077922077922078,0.0,0.002077922077922078,4.442558311778629e-56,0.0006738544441392776,38,1,0.0
#parents,#parents,4,0.002077922077922078,0.0,0.002077922077922078,4.442558311778629e-56,0.0006738544441392776,38,1,0.0
#waterboarding,#waterboarding,4,0.002077922077922078,0.0,0.002077922077922078,4.442558311778629e-56,0.0006738544441392776,38,1,0.0
#lava,#lava,4,0.002077922077922078,0.0,0.002077922077922078,4.442558311778629e-56,0.0006738544441392776,38,1,0.0
#debatequestionswewanttohear,#debatequestionswewanttohear,4,0.002077922077922078,0.0,0.06077723748844557,1.4406352038479743e-05,0.0006037334904574624,0,2,1.0
#wahhabism,#wahhabism,4,0.002077922077922078,0.0,0.06077723748844557,1.4406352038479743e-05,0.0006037334904574624,0,1,1.0
#ar,#ar,4,0.002077922077922078,0.0,0.043191885633746104,2.4738897391156024e-12,0.0007202567976894328,11,2,1.0
#nc,#nc,4,0.002077922077922078,0.0,0.043191885633746104,2.4738897391156024e-12,0.0007202567976894328,11,2,1.0
#ok,#ok,4,0.002077922077922078,0.0,0.043191885633746104,2.4738897391156024e-12,0.0007202567976894328,11,2,1.0
#zionist,#zionist,4,0.002077922077922078,1.8900018900018897e-06,0.0023376623376623377,9.450687310207961e-49,0.0011098793140334206,25,4,1.0
#terrorist,#terrorist,4,0.002077922077922078,1.8900018900018897e-06,0.0023376623376623377,9.450687310207961e-49,0.0011098793140334206,25,4,1.0
#tragedy,#tragedy,4,0.002077922077922078,0.0,0.06652839697615817,8.927244119619466e-05,0.0004900959665047975,7,1,1.0
#innocent,#innocent,4,0.002077922077922078,0.0,0.06652839697615817,8.927244119619466e-05,0.0004900959665047975,7,1,1.0
#7,#7,4,0.002077922077922078,0.0,0.0033082706766917294,9.353090923941623e-30,0.000907305215089597,15,4,0.0
#ramag,#ramag,4,0.002077922077922078,0.0,0.0033082706766917294,9.353090923941623e-30,0.000907305215089597,15,4,0.0
#models,#models,4,0.002077922077922078,0.0,0.0033082706766917294,9.353090923941623e-30,0.000907305215089597,15,4,0.0
#mayhem,#mayhem,4,0.002077922077922078,0.0,0.0033082706766917294,9.353090923941623e-30,0.000907305215089597,15,4,0.0
#sad,#sad,4,0.002077922077922078,0.0,0.06652839697615817,8.927244119619466e-05,0.0004900959665047975,7,1,1.0
#amazon,#amazon,4,0.002077922077922078,0.0,0.002077922077922078,4.442558311778629e-56,0.0006738544441392776,42,2,0.5
#ushanka,#ushanka,4,0.002077922077922078,0.01229681978941055,0.07238393305298145,8.378176713954568e-05,0.0005105299169630007,8,2,0.0
#brucewillis,#brucewillis,4,0.002077922077922078,0.0,0.065204836123502,8.645409485984044e-05,0.0006311935900687568,32,1,0.0
#dvd,#dvd,4,0.002077922077922078,0.0,0.065204836123502,8.645409485984044e-05,0.0006311935900687568,32,2,0.0
#ebay,#ebay,4,0.002077922077922078,0.0,0.065204836123502,8.645409485984044e-05,0.0006311935900687568,32,1,0.0
#weather,#weather,4,0.002077922077922078,0.0003531603531603531,0.055899204883403525,2.5797755038091375e-09,0.0006975211618288155,11,4,1.0
#gym,#gym,4,0.002077922077922078,0.0,0.002077922077922078,4.442558311778629e-56,0.0006738544441392776,39,1,0.0
#programs,#programs,4,0.002077922077922078,0.0,0.0021645021645021645,7.526922060034304e-56,0.0007140615324004166,33,1,1.0
#ccot,#ccot,4,0.002077922077922078,0.0010562410562410562,0.06803117517403232,8.50461275671574e-05,0.0007098329943747214,3,2,0.0
#komen,#komen,4,0.002077922077922078,0.0,0.0021645021645021645,7.526922060034304e-56,0.0007140615324004166,33,1,1.0
#gymflow,#gymflow,4,0.002077922077922078,0.0,0.002077922077922078,4.442558311778629e-56,0.0006738544441392776,39,1,0.0
#gymtime,#gymtime,4,0.002077922077922078,0.0,0.002077922077922078,4.442558311778629e-56,0.0006738544441392776,39,1,0.0
#team,#team,4,0.002077922077922078,0.0,0.002077922077922078,4.442558311778629e-56,0.0006738544441392776,39,1,0.0
#assassins,#assassins,4,0.002077922077922078,0.0,0.002077922077922078,4.442558311778629e-56,0.0006738544441392776,39,1,0.0
#comdev,#comdev,4,0.002077922077922078,0.0,0.0021645021645021645,7.526922060034303e-56,0.0007140615324004166,33,1,1.0
#asia,#asia,4,0.002077922077922078,0.0,0.0021645021645021645,7.526922060034303e-56,0.0007140615324004166,33,1,1.0
#onlinecommunities,#onlinecommunities,4,0.002077922077922078,0.0,0.056266127207808596,1.5844340735916676e-06,0.0008322199912214944,6,3,0.3333333333333333
#amageddon,#amageddon,4,0.002077922077922078,0.0,0.056266127207808596,1.5605606371114352e-06,0.0007364094744826833,6,2,0.5
#freespeech,#freespeech,4,0.002077922077922078,0.0,0.056266127207808596,1.5605606371114352e-06,0.0007364094744826833,6,2,0.5
#gloucester,#gloucester,4,0.002077922077922078,0.0,0.002077922077922078,4.442558311778629e-56,0.0006738544441392776,41,1,1.0
#capeann,#capeann,4,0.002077922077922078,0.0,0.002077922077922078,4.442558311778629e-56,0.0006738544441392776,41,1,1.0
#seagulls,#seagulls,4,0.002077922077922078,0.0,0.002077922077922078,4.442558311778629e-56,0.0006738544441392776,41,1,1.0
#triciaoneill,#triciaoneill,4,0.002077922077922078,0.0,0.002077922077922078,4.442558311778629e-56,0.0006738544441392776,41,1,1.0
#triciaoneillphoto,#triciaoneillphoto,4,0.002077922077922078,0.0,0.002077922077922078,4.442558311778629e-56,0.0006738544441392776,41,1,1.0
#autoinsurance,#autoinsurance,4,0.002077922077922078,0.0003531603531603531,0.04850274861156254,2.5008476735417766e-08,0.0006912505425741577,6,2,0.5
#innovation,#innovation,4,0.002077922077922078,0.0010562410562410562,0.06788611936342671,6.800557841287065e-06,0.0006175910277120691,0,2,0.0
#til_now,#til_now,4,0.002077922077922078,2.2500022500022493e-06,0.08037148570866566,0.016242984461829275,0.0005587263194704111,1,3,0.6666666666666666
#ems,#ems,4,0.002077922077922078,0.0010573210573210571,0.04646031475299768,3.826799736862276e-10,0.000955078602938153,3,4,0.5
#simple,#simple,4,0.002077922077922078,4.32000432000432e-06,0.0023376623376623377,2.213540567953413e-55,0.0008526119544913633,24,2,0.5
#foot,#foot,4,0.002077922077922078,0.0,0.002077922077922078,4.442558311778629e-56,0.0006738544441392776,42,1,1.0
#adjust,#adjust,4,0.002077922077922078,0.0,0.002077922077922078,4.442558311778629e-56,0.0006738544441392776,42,1,1.0
#shape,#shape,4,0.002077922077922078,0.0,0.002077922077922078,4.442558311778629e-56,0.0006738544441392776,42,1,1.0
#shoe,#shoe,4,0.002077922077922078,0.0,0.002077922077922078,4.442558311778629e-56,0.0006738544441392776,42,1,1.0
#handbag,#handbag,4,0.002077922077922078,5.4000054000054e-06,0.0034920634920634925,1.6700944376129766e-30,0.0008846617490582112,15,8,0.125
#chemical,#chemical,4,0.002077922077922078,0.0,0.05596939474387993,9.33976296158231e-08,0.0007815658230402375,3,4,0.0
#dependency,#dependency,4,0.002077922077922078,0.0,0.05596939474387993,9.33976296158231e-08,0.0007815658230402375,3,4,0.0
#australia,#australia,4,0.002077922077922078,0.0014950721687235946,0.08671989489110112,0.010951832145262345,0.0004933723915149843,1,2,1.0
#tampa,#tampa,4,0.002077922077922078,0.0,0.04859793499130612,2.2524045456751854e-07,0.0007027335081719228,17,2,0.5
#tampabay,#tampabay,4,0.002077922077922078,0.0,0.04859793499130612,2.2524045456751854e-07,0.0007027335081719228,17,1,1.0
#raining,#raining,4,0.002077922077922078,0.0,0.04859793499130612,2.2524045456751854e-07,0.0007027335081719228,17,1,1.0
#smallbusiness,#smallbusiness,3,0.0015584415584415584,0.0,0.08119130414212382,0.005472893298474479,0.00034274695227426444,6,1,1.0
#setting4success,#setting4success,3,0.0015584415584415584,0.0,0.08119130414212382,0.005472893298474479,0.00034274695227426444,6,1,1.0
#mobile,#mobile,3,0.0015584415584415584,0.0,0.08028462891575283,0.005475465546675242,0.0003508723065933151,1,1,1.0
#apple,#apple,3,0.0015584415584415584,0.0,0.08028462891575283,0.005475465546675242,0.0003508723065933151,1,1,1.0
#marinelines,#marinelines,3,0.0015584415584415584,0.0,0.056323004768797036,2.8074286374208512e-05,0.0004691076934812369,1,1,1.0
#heat,#heat,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,49,1,0.0
#lessonforlife,#lessonforlife,3,0.0015584415584415584,0.0,0.056323004768797036,2.8074286374208512e-05,0.0004691076934812369,1,1,1.0
#mumbailocals,#mumbailocals,3,0.0015584415584415584,0.0,0.056323004768797036,2.8074286374208512e-05,0.0004691076934812369,1,1,1.0
#gadgets,#gadgets,3,0.0015584415584415584,0.0007052407052407051,0.05666669968729465,1.0565186339664806e-07,0.0006637861552414883,0,2,0.5
#abandoned,#abandoned,3,0.0015584415584415584,0.0,0.061295415255811295,0.00010661212974315952,0.0003932081789336947,2,1,1.0
#evacuation,#evacuation,3,0.0015584415584415584,0.0,0.061295415255811295,0.00010661212974315952,0.0003932081789336947,2,1,1.0
#yemen,#yemen,3,0.0015584415584415584,0.0,0.061295415255811295,0.00010661212974315952,0.0003932081789336947,2,1,1.0
#kodiak,#kodiak,3,0.0015584415584415584,0.0003326523326523389,0.055913228768221246,2.325067352186974e-08,0.0003231777757731547,3,2,0.0
#healthcare,#healthcare,3,0.0015584415584415584,0.0,0.055913228768221246,2.5090039823033097e-08,0.00039669483107757097,3,2,0.0
#9973,#9973,3,0.0015584415584415584,7.0200070200070195e-06,0.0033082706766917294,7.988430236842393e-31,0.00030125791531106086,15,1,0.0
#style,#style,3,0.0015584415584415584,0.0,0.0033082706766917294,1.4659356511474453e-30,0.0004379701171099863,15,2,0.0
#nieuws,#nieuws,3,0.0015584415584415584,0.0,0.0666477661094886,8.666647483745848e-05,0.00044641078875046496,9,1,0.0
#kerricktrial,#kerricktrial,3,0.0015584415584415584,1.08000108000108e-06,0.0015584415584415584,1.0944580453131264e-55,0.0009530844316949459,66,5,0.4
#ftw,#ftw,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,60,1,0.0
#oocvg,#oocvg,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,60,1,0.0
#borderlands2,#borderlands2,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,60,1,0.0
#borderlands,#borderlands,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,60,1,0.0
#henderson,#henderson,3,0.0015584415584415584,0.0,0.05629455162165443,4.394654341948063e-08,0.00036013706100491007,3,1,0.0
#rn,#rn,3,0.0015584415584415584,0.0,0.05629455162165443,4.394654341948063e-08,0.00036013706100491007,3,1,0.0
#veterans,#veterans,3,0.0015584415584415584,0.0003531603531603531,0.05747037902788289,4.608592489434232e-08,0.0006850000396967776,5,3,0.0
#frontpage,#frontpage,3,0.0015584415584415584,0.0,0.0015584415584415584,1.608271869310944e-47,0.0007711412842849727,46,3,0.6666666666666666
#ey,#ey,3,0.0015584415584415584,0.0,0.04850274861156254,2.502084949504392e-08,0.00047115112198294745,6,1,0.0
#cyber,#cyber,3,0.0015584415584415584,0.0,0.04850274861156254,2.502084949504392e-08,0.00047115112198294745,6,1,0.0
#gas,#gas,3,0.0015584415584415584,0.0,0.04850274861156254,2.502084949504392e-08,0.00047115112198294745,6,1,0.0
#binladen,#binladen,3,0.0015584415584415584,2.7000027000027e-07,0.04254058596490358,8.542625333534682e-10,0.00036017041867881486,7,1,1.0
#bomb,#bomb,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,59,1,0.0
#brochure,#brochure,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,59,1,0.0
#state,#state,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,59,1,0.0
#islamic,#islamic,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,59,1,0.0
#animals,#animals,3,0.0015584415584415584,0.0,0.05272536784247217,2.028686873079707e-09,0.0004279645834941515,4,1,0.0
#dogs,#dogs,3,0.0015584415584415584,0.0,0.05272536784247217,2.028686873079707e-09,0.0004279645834941515,4,1,0.0
#pets,#pets,3,0.0015584415584415584,0.0,0.05272536784247217,2.028686873079707e-09,0.0004279645834941515,4,1,0.0
#gopdebate,#gopdebate,3,0.0015584415584415584,1.6200016200016198e-06,0.0015584415584415584,7.464015721278248e-48,0.0003819939237021914,46,3,0.3333333333333333
#rickperry,#rickperry,3,0.0015584415584415584,0.0,0.0015584415584415584,1.608271869310944e-47,0.0007711412842849727,46,3,0.6666666666666666
#bioterror,#bioterror,3,0.0015584415584415584,0.0,0.0015584415584415584,1.608271869310944e-47,0.0007711412842849727,46,3,0.6666666666666666
#tv,#tv,3,0.0015584415584415584,0.0,0.08028462891575283,0.005475465546675242,0.0003508723065933151,1,1,0.0
#gaming,#gaming,3,0.0015584415584415584,0.0,0.08028462891575283,0.005475465546675242,0.0003508723065933151,1,1,0.0
#undergroundrailraod,#undergroundrailraod,3,0.0015584415584415584,0.0,0.0015584415584415584,6.425499367533885e-49,0.0006738544441392774,62,2,0.5
#yahistorical,#yahistorical,3,0.0015584415584415584,0.0,0.0015584415584415584,6.425499367533885e-49,0.0006738544441392774,62,2,0.5
#rioting,#rioting,3,0.0015584415584415584,0.0,0.0015584415584415584,6.425499367533885e-49,0.0006738544441392774,62,2,0.5
#baltimore,#baltimore,3,0.0015584415584415584,0.0,0.0015584415584415584,6.425499367533885e-49,0.0006738544441392774,62,2,0.5
#shop,#shop,3,0.0015584415584415584,0.0,0.05970268681225017,2.350486056439269e-08,0.00040925697821859335,3,1,0.0
#body,#body,3,0.0015584415584415584,0.0,0.05970268681225017,2.350486056439269e-08,0.00040925697821859335,3,1,0.0
#internet,#internet,3,0.0015584415584415584,0.0,0.0666477661094886,8.666647483745848e-05,0.00044641078875046496,9,1,0.0
#offshore,#offshore,3,0.0015584415584415584,0.0,0.04850274861156254,2.502084949504392e-08,0.00047115112198294745,6,1,0.0
#seismic,#seismic,3,0.0015584415584415584,0.0,0.04850274861156254,2.502084949504392e-08,0.00047115112198294745,6,1,0.0
#kml,#kml,3,0.0015584415584415584,0.0,0.04850274861156254,2.502084949504392e-08,0.00047115112198294745,6,1,0.0
#atk,#atk,3,0.0015584415584415584,0.0,0.0005194805194805195,7.925788875247164e-61,0.0006738544441392774,152,2,0.0
#aogashima,#aogashima,3,0.0015584415584415584,0.0,0.0767194939311979,9.563462295191993e-05,0.00034700135675118523,8,1,1.0
#rwa,#rwa,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,61,1,0.0
#iartg,#iartg,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,61,1,0.0
#nitclub,#nitclub,3,0.0015584415584415584,0.0,0.0015584415584415584,2.8878019388656694e-52,0.0005796994655888452,58,1,1.0
#mexico,#mexico,3,0.0015584415584415584,0.0,0.0015584415584415584,2.8878019388656694e-52,0.0005796994655888452,58,1,1.0
#metepec,#metepec,3,0.0015584415584415584,0.0,0.0015584415584415584,2.8878019388656694e-52,0.0005796994655888452,58,1,1.0
#justinbieber,#justinbieber,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,51,1,0.0
#wedding,#wedding,3,0.0015584415584415584,0.0,0.06369537864250639,1.73477812893461e-06,0.00045874484855936315,0,1,0.0
#syrian,#syrian,3,0.0015584415584415584,0.0,0.06369537864250639,1.73477812893461e-06,0.00045874484855936315,0,1,0.0
#deadgrassandflowers,#deadgrassandflowers,3,0.0015584415584415584,0.0,0.06402474285266586,1.1682383188785624e-07,0.0004811948727657917,3,1,1.0
#wattpad,#wattpad,3,0.0015584415584415584,1.08000108000108e-06,0.0015584415584415584,1.0583610152147578e-65,0.00098780286449805,50,2,0.0
#courts,#courts,3,0.0015584415584415584,0.0,0.08028462891575283,0.005472782055339223,0.0003624252309216688,1,1,1.0
#justice,#justice,3,0.0015584415584415584,0.0,0.08028462891575283,0.005472782055339223,0.0003624252309216688,1,1,1.0
#crimes,#crimes,3,0.0015584415584415584,0.0,0.08028462891575283,0.005472782055339223,0.0003624252309216688,1,1,1.0
#rrbc,#rrbc,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,61,1,0.0
#tw4rw,#tw4rw,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,61,1,0.0
#ebola,#ebola,3,0.0015584415584415584,0.0,0.0023140495867768596,1.6346606213799326e-58,0.0006959576559059005,18,3,0.6666666666666666
#infectious,#infectious,3,0.0015584415584415584,0.0,0.0023140495867768596,1.6346606213799326e-58,0.0006959576559059005,18,1,0.0
#chester,#chester,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,64,1,0.0
#care,#care,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,64,1,0.0
#companionship,#companionship,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,64,1,0.0
#elderly,#elderly,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,64,1,0.0
#markets,#markets,3,0.0015584415584415584,0.0,0.048492195359036094,2.500253880737214e-08,0.0004885972683783674,6,1,0.0
#driverlesscars,#driverlesscars,3,0.0015584415584415584,0.0,0.048492195359036094,2.500253880737214e-08,0.0004885972683783674,6,1,0.0
#votejkt48id,#votejkt48id,3,0.0015584415584415584,0.0,0.04254058596490358,8.953334034682381e-10,0.0006453365880067781,7,4,0.75
#kca,#kca,3,0.0015584415584415584,0.0,0.04254058596490358,8.953334034682381e-10,0.0006453365880067781,7,4,0.75
#harrybecareful,#harrybecareful,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,51,3,0.0
#cern,#cern,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,51,1,0.0
#harrystyles,#harrystyles,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,51,1,0.0
#workout,#workout,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,47,1,0.0
#skinny,#skinny,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,47,1,0.0
#burnfat,#burnfat,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,47,1,0.0
#fat,#fat,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,47,1,0.0
#euro,#euro,3,0.0015584415584415584,0.0,0.04642160588838365,3.943711353056227e-10,0.00046066593722658353,3,1,0.0
#nagasaki,#nagasaki,3,0.0015584415584415584,2.7000027000027e-07,0.06908559512403283,0.0005146258905720081,0.0006641191975367627,0,3,1.0
#july,#july,3,0.0015584415584415584,0.0,0.04642160588838365,3.943711353056227e-10,0.00046066593722658353,3,1,0.0
#dontexpectnothing,#dontexpectnothing,3,0.0015584415584415584,0.0,0.04642160588838365,3.943711353056227e-10,0.00046066593722658353,3,1,0.0
#deep,#deep,3,0.0015584415584415584,0.0,0.047358718629436865,2.1179282142789527e-08,0.0006151512626738385,19,1,0.0
#trees,#trees,3,0.0015584415584415584,0.0,0.047358718629436865,2.1179282142789527e-08,0.0006151512626738385,19,1,0.0
#0215,#0215,3,0.0015584415584415584,0.0006864042158159808,0.06432038380090328,1.5838109197472187e-06,0.00032351723724440907,8,1,0.0
#camera,#camera,3,0.0015584415584415584,0.0006864042158159808,0.06432038380090328,1.5838109197472187e-06,0.00032351723724440896,8,1,0.0
#yyj,#yyj,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,57,1,1.0
#cndpoli,#cndpoli,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,57,1,1.0
#idlenomore,#idlenomore,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,57,1,1.0
#firstnations,#firstnations,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,57,1,1.0
#nhl,#nhl,3,0.0015584415584415584,0.0,0.06741383238660915,0.00017299541192214096,0.0003901744187105096,2,2,0.0
#bitcoin,#bitcoin,3,0.0015584415584415584,1.08000108000108e-06,0.0015584415584415584,1.0583610152147578e-65,0.00098780286449805,45,2,0.0
#russian,#russian,3,0.0015584415584415584,0.012792461317020127,0.08490290661719234,0.0053054180904334265,0.000403415513481169,8,3,0.3333333333333333
#yycstorm,#yycstorm,3,0.0015584415584415584,1.35000135000135e-07,0.041127538267231936,3.286289952173268e-12,0.00047758409264721615,4,3,1.0
#lake,#lake,3,0.0015584415584415584,0.0,0.047358718629436865,2.1179282142789527e-08,0.0006151512626738385,19,1,0.0
#chawalchorbjp,#chawalchorbjp,3,0.0015584415584415584,0.0,0.0016623376623376624,2.3215016528585586e-60,0.000702603467501354,36,1,1.0
#mumbairiot92,#mumbairiot92,3,0.0015584415584415584,0.0,0.0016623376623376624,2.3215016528585586e-60,0.000702603467501354,36,1,1.0
#gujaratriot,#gujaratriot,3,0.0015584415584415584,0.0,0.0016623376623376624,2.3215016528585586e-60,0.000702603467501354,36,1,1.0
#shantaeforsmash,#shantaeforsmash,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,56,1,0.0
#thehobbit,#thehobbit,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,55,1,0.0
#poze,#poze,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,55,1,0.0
#desolationofsmaug,#desolationofsmaug,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,55,1,0.0
#cliptv,#cliptv,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,55,1,0.0
#linden,#linden,3,0.0015584415584415584,0.0,0.0016623376623376624,2.3215016528585575e-60,0.000702603467501354,40,1,0.0
#magic,#magic,3,0.0015584415584415584,0.0,0.0016623376623376624,2.3215016528585575e-60,0.000702603467501354,40,1,0.0
#dream,#dream,3,0.0015584415584415584,0.0,0.0016623376623376624,2.3215016528585575e-60,0.000702603467501354,40,1,0.0
#crossfit,#crossfit,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,49,1,0.0
#tough,#tough,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,49,1,0.0
#iamdowntown,#iamdowntown,3,0.0015584415584415584,5.731483563995879e-07,0.041127538267231936,2.2126554633049475e-12,0.0003030835096269947,4,1,1.0
#hockey,#hockey,3,0.0015584415584415584,0.0,0.06741383238660915,0.00017299541192214096,0.0003901744187105096,2,1,0.0
#nintendo,#nintendo,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,56,1,0.0
#shantaehalfgeniehero,#shantaehalfgeniehero,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,56,1,0.0
#shantae,#shantae,3,0.0015584415584415584,0.0,0.0015584415584415584,7.925788875247164e-61,0.0006738544441392774,56,1,0.0
#letsfootball,#letsfootball,3,0.0015584415584415584,0.0,0.0005194805194805195,7.925788875247164e-61,0.0006738544441392774,152,2,0.0
#blockchain,#blockchain,3,0.0015584415584415584,0.0,0.06537698148141094,8.805753046195703e-05,0.0005068572117223224,16,1,1.0
#bitcoing,#bitcoing,3,0.0015584415584415584,0.0,0.06537698148141094,8.805753046195703e-05,0.0005068572117223224,16,1,1.0
#banking,#banking,3,0.0015584415584415584,0.0,0.06537698148141094,8.805753046195703e-05,0.0005068572117223224,16,1,1.0
#cannabis,#cannabis,3,0.0015584415584415584,0.0,0.0015584415584415584,2.592368103533472e-59,0.0006292804153204647,63,1,0.0
#hempoil,#hempoil,3,0.0015584415584415584,0.0,0.0015584415584415584,2.592368103533472e-59,0.0006292804153204647,63,1,0.0
#ptsd,#ptsd,3,0.0015584415584415584,0.0,0.0015584415584415584,2.592368103533472e-59,0.0006292804153204647,63,1,0.0
#chile,#chile,3,0.0015584415584415584,0.0007052407052407051,0.08037148570866566,0.005387759164053621,0.0005103519505990879,1,2,0.0
#rock,#rock,3,0.0015584415584415584,0.0,0.0018552875695732839,1.8261585200149561e-59,0.0006572293284448779,30,1,1.0
#electro,#electro,3,0.0015584415584415584,0.0,0.0018552875695732839,1.8261585200149561e-59,0.0006572293284448779,30,1,1.0
#alt,#alt,3,0.0015584415584415584,0.0,0.0018552875695732839,1.8261585200149561e-59,0.0006572293284448779,30,1,1.0
#potus,#potus,3,0.0015584415584415584,0.0,0.06906418651073129,0.005051237052124122,0.0002658085277140997,1,1,1.0
#halifax,#halifax,3,0.0015584415584415584,0.0,0.05588518803162735,2.1666009520065173e-08,0.00039871431354618423,3,1,0.0
#workers,#workers,3,0.0015584415584415584,0.0,0.05588518803162735,2.1666009520065173e-08,0.00039871431354618423,3,1,0.0
